Nome,Luogo,Cronologia,Antiquario,Collezionista,Galleria,Asta,Type,Schede,lat,lon
Di Castro,Roma,1878-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=di+castro,41.8933203,12.4829321
De Clemente,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=De%20Clemente&page=1&filtroprovenienza_OA=4950%7C122,43.7698712,11.2555757
Di Nepi,Roma,,1.0,,,,A,P,41.8933203,12.4829321
Dick J.,Vevey,,1.0,,,,A,P,46.4602978,6.8418655
Douwes,Amsterdam,1777-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Douwes,52.3727598,4.8936041
Drey Paul,New York,1885-1953,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Paul+Drey+Gallery,40.7127281,-74.0060152
Drey Aaron,Monaco di Baviera,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=A.S.%20Drey&page=1&filtroprovenienza_OA=8115%7C6719,48.1371079,11.5753822
Drey Margaret,New York,1901-1964,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?locale=it&decorator=layout_resp&apply=true&percorso_ricerca=OA&filtrolocalizzazione_OA=8141%7C10436&sortby=LOCALIZZAZIONE&batch=10,40.7127281,-74.0060152
Durlacher,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Durlacher+Brothers,51.5073219,-0.1276474
Duse,Brescia,,1.0,,,,A,P,45.77958045,10.4258729694612
Duveen,New York,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Duveen+Brothers%2C+Inc.,40.7127281,-74.0060152
Esposito Franco Bruno,Modena,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Esposito,44.5384728,10.935960870530739
Etro Roberta,Milano,,1.0,,,,A,P,45.4641943,9.1896346
Eusebi,Fano (PU),,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Eusebi,43.8424173,13.0146632
Falanga,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Falanga,45.4641943,9.1896346
Falanga,Napoli,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=FALANGA,40.8358846,14.2487679
Falckenberg,Zurigo,,1.0,,,,A,P,47.3744489,8.5410422
Faldella,Bologna,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?locale=it&decorator=layout_resp&apply=true&percorso_ricerca=OA&filtroprovenienza_OA=5412%7C3994&sortby=LOCALIZZAZIONE&batch=10,44.4938203,11.3426327
Faldella,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?locale=it&decorator=layout_resp&apply=true&percorso_ricerca=OA&filtroprovenienza_OA=4531%7C3994&sortby=LOCALIZZAZIONE&batch=10,41.8933203,12.4829321
Fangoli,Foligno,,1.0,,,,A,P,42.9561825,12.703334
Farsetti,Prato,1955-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Farsetti+Arte,43.935718050000006,11.09414726770089
Fassini,Roma,,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Fassini&page=1&filtroprovenienza_OA=4531%7C2001,41.8933203,12.4829321
Feigen,New York,1930-2021,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Richard+L.+Feigen+%26+Co.,40.7127281,-74.0060152
Feilchenfeldt,Zurigo,,1.0,,,,A,P,47.3744489,8.5410422
Ferrante,Roma,,1.0,,,,A,P,41.8933203,12.4829321
Fiorini,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Fiorini&page=1&filtroprovenienza_OA=4531%7C9029,41.8933203,12.4829321
Fischer,Lucerna,1907-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Fischer,47.0505452,8.3054682
Fiumicelli,Bologna,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?locale=it&decorator=layout_resp&apply=true&percorso_ricerca=OA&filtroprovenienza_OA=0%7C10345&sortby=LOCALIZZAZIONE&batch=10,44.4938203,11.3426327
Frascione V.,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=FRASCIONE,43.7698712,11.2555757
Frascione Enrico,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=FRASCIONE,43.7698712,11.2555757
Frascione Arte,Firenze,2009-,1.0,,,,A,,43.7698712,11.2555757
French & Co.,New York,1950-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=French+%26+Co.,40.7127281,-74.0060152
Freschi,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Freschi,43.7698712,11.2555757
Funaro Arrigo,Torino,,1.0,,,,A,P,45.0677551,7.6824892
Funghini,Firenze,-2010,1.0,,,,A,P,43.7698712,11.2555757
Galli,Carate Brianza,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Galli,45.6765494,9.2371619
Gallino,Torino,1940-2011,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Gallino,45.0677551,7.6824892
Gallo,Milano,2016-,1.0,,,,A,P,45.4641943,9.1896346
Gallo Graziano,Solesino,1980-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Gallo&page=1&filtrolocalizzazione_OA=5916%7C3001,45.1773324,11.7433722
Gasparini,Porto Recanati (AN),,1.0,,,,A,P,43.419855,13.5922903
Gasparrini,Roma,-2017,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=gasparrini,41.8933203,12.4829321
Gaudenzi Emanuele,Faenza (RA),1956-,1.0,,,,A,P,44.2855555,11.8832055
Gelardini,Roma,1940s-1980s,1.0,,,,"A, CdA",http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Gelardini,41.8933203,12.4829321
Gensini,Firenze,,1.0,,,,A,P,43.7698712,11.2555757
Gentilini,Firenze,,1.0,,,,A,P,43.7698712,11.2555757
Geri,Milano,,1.0,,,,"A, CdA",http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=galleria+d%27arte+geri,45.4641943,9.1896346
Giacomelli,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Giacomelli,43.7698712,11.2555757
Gianetti,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Gianetti,45.4641943,9.1896346
Gibbs C.,Londra,1938-2018,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=C.+Gibbs,51.5073219,-0.1276474
Giordano,Torino e Venezia,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Giordano,45.0920016,7.6796567
Giorgi,Ospedaletti (IM),,1.0,,,,A,P,43.8020802,7.7181662
Galerie Georges Giroux,Bruxelles,1912-1960,1.0,,,,CdA,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Asta%20Galerie%20Georges%20Giroux&page=1&filtroprovenienza_OA=8163%7C6702,50.8465573,4.351697
Gismondi,Parigi,1966-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Gismondi,48.8588897,2.3200410217200766
Goudstikker,Amsterdam,1897-1940,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=J.+Goudstikker,52.3727598,4.8936041
Governale,Palermo,1964-2008,1.0,,,,A,P,38.1112268,13.3524434
Grassi,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Grassi&page=1&filtrolocalizzazione_OA=4531%7C1745,43.7698712,11.2555757
Guidi,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=guidi&page=1&filtroprovenienza_OA=4950%7C2023,43.7698712,11.2555757
Guredda,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Guredda,41.8933203,12.4829321
Guttmann,New York,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Guttmann,40.7127281,-74.0060152
Guy de Aldecoa,Parigi,-1991,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Guy+de+Aldecoa,48.8588897,2.3200410217200766
Haboldt,New York,1983-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Haboldt,40.7127281,-74.0060152
Hahn,Parigi,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Hahn,48.8588897,2.3200410217200766
Hallsborough,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Hallsborough,51.5073219,-0.1276474
Harari & Johns,Londra,1981-2020,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Harari+%26+Johns+Ltd,51.5073219,-0.1276474
Harris ,Oxnead Hall,,1.0,,,,A,?,52.76800135,1.3057230165095761
Hazlitt,Londra,1752-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Hazlitt+Gallery,51.5073219,-0.1276474
Heim,Parigi,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Heim&page=1&filtroprovenienza_OA=8105%7C3627,48.8588897,2.3200410217200766
Heim Gallery,Londra,1965-1991,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Heim&page=1&filtroprovenienza_OA=8109%7C3627,51.5073219,-0.1276474
Heimann,New York,1891-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=j.+Heimann,40.7127281,-74.0060152
Herbst,Vienna,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Herbst,48.2083537,16.3725042
Herzig,Vienna,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Herzig&page=1&filtroprovenienza_OA=8108%7C1993,48.2083537,16.3725042
