Nome,Luogo,Cronologia,Antiquario,Collezionista,Galleria,Asta,Type,Schede,lat,lon
Pavia,Roma,,,,,,,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&fulltextOA=Roma&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Pavia&page=1&filtrolocalizzazione_OA=4531%7C2377,41.8933203,12.4829321
Peretti,Londra,? - primi anni2000,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=peretti,51.5073219,-0.1276474
Piacenti,Prato ,1875-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/scheda/opera/5371/Anonimo%20giottesco%20sec.%20XIV%2C%20Crocifissione%20di%20Cristo%20con%20san%20Giovanni%20Evangelista,43.935718050000006,11.09414726770089
Piccirilli Valter,Roma,1984-2012,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Piccirilli,41.8933203,12.4829321
Piedimonte,Napoli,,1.0,,,,A,P,40.8358846,14.2487679
Pini Ivo,Faenza,,1.0,,,,A,P,44.2855555,11.8832055
Poggi S.,Roma,,1.0,,,,A,,41.8933203,12.4829321
"Poletti, Ruggero",Milano,-2012,1.0,,,,A,,45.4641943,9.1896346
Ponti Paolo,Assisi ,-,1.0,,,,A,,43.0711952,12.6146669
Porkay,Monaco,,,1.0,,,C,,43.7323492,7.4276832
Pospisil,Parigi (Firenze?),,1.0,,,,A,,48.8500694,2.2761219
Potter,Glouchester,,,,,,no,,36.119113,-79.84896
Pozzi U.,Milano,,1.0,,,,A,,45.4641943,9.1896346
Prasedi Mauro,Legnano (MI) ,,1.0,,,,A,,45.5946985,8.9183595
"Pratt, Harold Irving",New York,,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+H.I.+Pratt,40.7127281,-74.0060152
Previtali,Bergamo,1948-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Galleria+Previtali,45.756655699999996,9.754219200862249
Primol,Roma,,,,,,no,,41.8933203,12.4829321
"Prohel, E.",Amsterdam,"doc. 1924, 1953",,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Prohel,52.3727598,4.8936041
Raczinski ,Berlino,,,,,,no,,52.5170365,13.3888599
Ragazzi Pietro,Padova,,1.0,,,,A,,45.4077172,11.8734455
Rambaldi,Bologna,,1.0,,,,CdA,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=100&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Asta+Rambaldi,44.4938203,11.3426327
Ramon A.,Barcelona,1911-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Arturo+Ram%C3%B3n,41.3828939,2.1774322
Ricasoli,Firenze,,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Ricasoli,43.7698712,11.2555757
Riccardi Ennio e Piero (fratelli),Assisi,-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Galleria+Ennio+e+Piero+Riccardi,43.0711952,12.6146669
Ricketts,Londra,-1937,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Ricketts,51.5073219,-0.1276474
Ritter,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=ritter,41.8933203,12.4829321
Ritter J.B.,New York,,1.0,,,,A,,40.7127281,-74.0060152
Riva,Milano,,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Riva,45.4641943,9.1896346
Robilant,Londra,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=robilant,51.5073219,-0.1276474
Roland and Delbanco,Londra,,,,,,no,,51.5073219,-0.1276474
Romano F.lli,Firenze,1969-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&fulltextOA=firenze&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=romano,43.7698712,11.2555757
Romano Fr.,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=F.+Romano,41.8933203,12.4829321
Rosa Paolo,Roma,1982-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+P.+Rosa,41.8933203,12.4829321
Rosenberg & Stiebel,Francoforte,1860/70-?,,,1.0,,G,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Rosenberg+%26+Stiebel,50.1106444,8.6820917
Rosenberg & Stiebel,New York,1939-2000,,,1.0,,G,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Rosenberg+%26+Stiebel,40.7127281,-74.0060152
Rosenthal,Monaco di Baviera,1895-,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Rosenthal,48.1371079,11.5753822
Rosenwald,New York,,,,,,no,,40.7127281,-74.0060152
Rossi Maria Grazia,Arezzo,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Grace+Gallery,43.51720195,11.763879181253118
Rothermere,Londra,,,,,,no,,51.5073219,-0.1276474
Rotschild,Londra,,,,,,no,,51.5073219,-0.1276474
Rovelli,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=20&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Rovelli,43.7698712,11.2555757
Rovelli,Roma,,1.0,,,,A,,41.8933203,12.4829321
Rubinacci,Genova,1987 (?com'è possibile) -2013 ca.,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?view=gallery&batch=20&sortby=LOCALIZZAZIONE&page=1&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Rubinacci,44.40726,8.9338624
Ryerson,Chicago,,,,,,no,,41.8755616,-87.6244212
Sabatello,Roma,1932-1935 (?),1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sabatello,41.8933203,12.4829321
Sacerdoti,Milano,1950-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sacerdoti,45.4641943,9.1896346
Saggittario,Bologna,,1.0,,,,A,,44.4938203,11.3426327
Saibene,Milano,-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Saibene,45.4641943,9.1896346
Salamon,Milano,1950-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&fulltextOA=milano&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=salamon,45.4641943,9.1896346
"Salavin, L.",Parigi,-1973,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?batch=20&page=1&view=list&sortby=LOCALIZZAZIONE&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Salavin,48.8588897,2.3200410217200766
Salini P.,Roma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione%20Salini&page=1&filtroprovenienza_OA=4531%7C9669,41.8933203,12.4829321
Salocchi,Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Salocchi,43.7698712,11.2555757
Sangiorgi,Roma,1892-1970,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sangiorgi,41.8933203,12.4829321
Sarti,Londra,1980s-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sarti,51.5073219,-0.1276474
Sarti,Parigi,1996-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sarti,48.8588897,2.3200410217200766
Sassoli Tiziana,Bologna,1991-,1.0,,,,A,,44.4938203,11.3426327
Savoldo Antichità,Brescia,,1.0,,,,A,,45.77958045,10.4258729694612
Scardeoni,Lugano,1985-?,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Scardeoni,46.0050102,8.9520281
Scarpa Pietro (1939-),Venezia,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?locale=it&decorator=layout_resp&apply=true&percorso_ricerca=OA&filtrolocalizzazione_OA=5829%7C5232&sortby=LOCALIZZAZIONE&batch=50,45.4371908,12.3345898
Schaeffer Galleries,New York,"New York (1936-2000ca.), Berlino (1925-1939)",1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schaeffer+Galleries,40.7127281,-74.0060152
Scheidwimmer,Monaco di Baviera,1898-,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?view=gallery&batch=50&sortby=LOCALIZZAZIONE&page=1&decorator=layout_resp&apply=true&percorso_ricerca=OA&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Scheidwimmer,48.1371079,11.5753822
Schizzerotto,Mantova,,1.0,,,,A (o C?),,45.1692628,10.670836515673878
Schmid,Vienna,,,1.0,,,C,,48.2083537,16.3725042
Schnackenberg,Monaco di Baviera,,,,,,no,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schnackenberg,48.1371079,11.5753822
Schntitgen,Colonia,,,,,,no,,50.938361,6.959974
Scholz,New York,,,,,,no,,40.7127281,-74.0060152
Schubert,Milano,1970s-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schubert,45.4641943,9.1896346
Schweitzer Gallery,New York,1930-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schweitzer+Gallery,40.7127281,-74.0060152
"Schweitzer, E.",Berlino,-1918,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Schweitzer,52.5170365,13.3888599
"Sedelmeyer, Charles",Parigi ,1866-1912,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=50&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=sedelmeyer,48.8588897,2.3200410217200766
Serristori,Firenze,-1977,,1.0,,,C,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Collezione+Serristori,43.7698712,11.2555757
Sestieri,Roma e Firenze,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Sestieri,43.6228392,11.4697268
Shickmann,New York,,,,,,no,,40.7127281,-74.0060152
Silberman,New York,1938-,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Silberman,40.7127281,-74.0060152
Silbernagl Volker,Milano,,1.0,,,,A,,45.4641943,9.1896346
Silvestri,Milano,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Silvestri,45.4641943,9.1896346
Sirén,Stoccolma,,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Siren&page=1&filtroprovenienza_OA=8178%7C132,59.3251172,18.0710935
Smith,New York,CASO COMPLICATO,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Smith,40.7127281,-74.0060152
Smith,Worcester (Mass.),CASO COMPLICATO,1.0,,,,A,http://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Smith&page=1&filtrolocalizzazione_OA=8174%7C76,42.2625621,-71.8018877
Spada Silvano,Roma,-,1.0,,,,A,,41.8933203,12.4829321
